"sp","ssp","habitat","big_habitat","connect","time_periods"
"Eptesicus.andinus","ssp126",1,1,1,"1970-2000"
"Eptesicus.andinus","ssp126",1,1,1,"2021-2040"
"Eptesicus.andinus","ssp126",1,1,1,"2041-2060"
"Eptesicus.andinus","ssp126",1,1,1,"2061-2080"
"Eptesicus.andinus","ssp126",1,1,1,"2081-2100"
"Eptesicus.brasiliensis","ssp126",1,1,1,"1970-2000"
"Eptesicus.brasiliensis","ssp126",1,1,1,"2021-2040"
"Eptesicus.brasiliensis","ssp126",1,1,1,"2041-2060"
"Eptesicus.brasiliensis","ssp126",1,1,1,"2061-2080"
"Eptesicus.brasiliensis","ssp126",1,1,1,"2081-2100"
"Eptesicus.furinalis","ssp126",1,1,1,"1970-2000"
"Eptesicus.furinalis","ssp126",1,1,1,"2021-2040"
"Eptesicus.furinalis","ssp126",1,1,1,"2041-2060"
"Eptesicus.furinalis","ssp126",1,1,1,"2061-2080"
"Eptesicus.furinalis","ssp126",1,1,1,"2081-2100"
"Euryoryzomys.macconnelli","ssp126",1,1,1,"1970-2000"
"Euryoryzomys.macconnelli","ssp126",1,1,1,"2021-2040"
"Felis.pardalis","ssp126",1,1,1,"1970-2000"
"Felis.pardalis","ssp126",1,1,1,"2021-2040"
"Felis.pardalis","ssp126",1,1,1,"2041-2060"
"Felis.pardalis","ssp126",1,1,1,"2061-2080"
"Felis.pardalis","ssp126",1,1,1,"2081-2100"
"Galictis.vittata","ssp126",1,1,1,"1970-2000"
"Galictis.vittata","ssp126",1,1,1,"2021-2040"
"Galictis.vittata","ssp126",1,1,1,"2041-2060"
"Galictis.vittata","ssp126",1,1,1,"2061-2080"
"Galictis.vittata","ssp126",1,1,1,"2081-2100"
"Glossophaga.commissarisi","ssp126",1,1,1,"1970-2000"
"Glossophaga.commissarisi","ssp126",1,1,1,"2021-2040"
"Glossophaga.commissarisi","ssp126",1,1,1,"2041-2060"
"Glossophaga.commissarisi","ssp126",1,1,1,"2061-2080"
"Glossophaga.commissarisi","ssp126",1,1,1,"2081-2100"
"Glossophaga.longirostris","ssp126",1,1,1,"1970-2000"
"Glossophaga.longirostris","ssp126",1,1,1,"2021-2040"
"Glossophaga.longirostris","ssp126",1,1,1,"2041-2060"
"Glossophaga.longirostris","ssp126",1,1,1,"2061-2080"
"Glossophaga.longirostris","ssp126",1,1,1,"2081-2100"
"Glossophaga.soricina","ssp126",1,1,1,"1970-2000"
"Glossophaga.soricina","ssp126",1,1,1,"2021-2040"
"Glossophaga.soricina","ssp126",1,1,1,"2041-2060"
"Glossophaga.soricina","ssp126",1,1,1,"2061-2080"
"Glossophaga.soricina","ssp126",1,1,1,"2081-2100"
"Hadrosciurus.igniventris","ssp126",1,1,1,"1970-2000"
"Hadrosciurus.igniventris","ssp126",1,1,1,"2021-2040"
"Hadrosciurus.igniventris","ssp126",1,1,1,"2041-2060"
"Hadrosciurus.igniventris","ssp126",1,1,1,"2061-2080"
"Hadrosciurus.igniventris","ssp126",1,1,1,"2081-2100"
"Handleyomys.fuscatus","ssp126",1,1,1,"1970-2000"
"Handleyomys.fuscatus","ssp126",1,1,1,"2021-2040"
"Handleyomys.fuscatus","ssp126",1,1,1,"2041-2060"
"Handleyomys.fuscatus","ssp126",1,1,1,"2061-2080"
"Handleyomys.fuscatus","ssp126",1,1,1,"2081-2100"
"Herpailurus.concolor","ssp126",1,1,1,"1970-2000"
"Herpailurus.concolor","ssp126",1,1,1,"2021-2040"
"Herpailurus.concolor","ssp126",1,1,1,"2041-2060"
"Herpailurus.concolor","ssp126",1,1,1,"2061-2080"
"Herpailurus.concolor","ssp126",1,1,1,"2081-2100"
"Herpailurus.yagouaroundi","ssp126",1,1,1,"1970-2000"
"Herpailurus.yagouaroundi","ssp126",1,1,1,"2021-2040"
"Herpailurus.yagouaroundi","ssp126",1,1,1,"2041-2060"
"Herpailurus.yagouaroundi","ssp126",1,1,1,"2061-2080"
"Herpailurus.yagouaroundi","ssp126",1,1,1,"2081-2100"
"Heteromys.anomalus","ssp126",1,1,1,"1970-2000"
"Heteromys.anomalus","ssp126",1,1,1,"2021-2040"
"Heteromys.anomalus","ssp126",1,1,1,"2041-2060"
"Heteromys.anomalus","ssp126",1,1,1,"2061-2080"
"Heteromys.anomalus","ssp126",1,1,1,"2081-2100"
"Heteromys.australis","ssp126",1,1,1,"1970-2000"
"Heteromys.australis","ssp126",1,1,1,"2021-2040"
"Heteromys.australis","ssp126",1,1,1,"2041-2060"
"Heteromys.australis","ssp126",1,1,1,"2061-2080"
"Heteromys.australis","ssp126",1,1,1,"2081-2100"
"Heteromys.desmarestianus","ssp126",1,1,1,"1970-2000"
"Heteromys.desmarestianus","ssp126",1,1,1,"2021-2040"
"Heteromys.desmarestianus","ssp126",1,1,1,"2041-2060"
"Heteromys.desmarestianus","ssp126",1,1,1,"2061-2080"
"Heteromys.desmarestianus","ssp126",1,1,1,"2081-2100"
"Hydrochoerus.hydrochaeris","ssp126",1,1,1,"1970-2000"
"Hydrochoerus.hydrochaeris","ssp126",1,1,1,"2021-2040"
"Hydrochoerus.hydrochaeris","ssp126",1,1,1,"2041-2060"
"Hydrochoerus.hydrochaeris","ssp126",1,1,1,"2061-2080"
"Hydrochoerus.hydrochaeris","ssp126",1,1,1,"2081-2100"
"Hydrochoerus.isthmius","ssp126",1,1,1,"1970-2000"
"Hydrochoerus.isthmius","ssp126",1,1,1,"2021-2040"
"Hydrochoerus.isthmius","ssp126",1,1,1,"2041-2060"
"Hydrochoerus.isthmius","ssp126",1,1,1,"2061-2080"
"Hydrochoerus.isthmius","ssp126",1,1,1,"2081-2100"
"Hylaeamys.perenensis","ssp126",1,1,1,"1970-2000"
"Hylaeamys.perenensis","ssp126",1,1,1,"2021-2040"
"Hylaeamys.perenensis","ssp126",1,1,1,"2041-2060"
"Hylaeamys.perenensis","ssp126",1,1,1,"2061-2080"
"Hylaeamys.perenensis","ssp126",1,1,1,"2081-2100"
"Hylaeamys.yunganus","ssp126",1,1,1,"1970-2000"
"Hylaeamys.yunganus","ssp126",1,1,1,"2021-2040"
"Hylaeamys.yunganus","ssp126",1,1,1,"2041-2060"
"Hylaeamys.yunganus","ssp126",1,1,1,"2061-2080"
"Hylaeamys.yunganus","ssp126",1,1,1,"2081-2100"
"Lagothrix.flavicauda","ssp126",0,0,0,NA
"Lagothrix.lagothricha","ssp126",1,1,1,"1970-2000"
"Lagothrix.lagothricha","ssp126",1,1,1,"2021-2040"
"Lagothrix.lagothricha","ssp126",1,1,1,"2041-2060"
"Lagothrix.lagothricha","ssp126",1,1,1,"2061-2080"
"Lagothrix.lagothricha","ssp126",1,1,1,"2081-2100"
"Lampronycteris.brachyotis","ssp126",1,1,1,"1970-2000"
"Lampronycteris.brachyotis","ssp126",1,1,1,"2021-2040"
"Lampronycteris.brachyotis","ssp126",1,1,1,"2041-2060"
"Lampronycteris.brachyotis","ssp126",1,1,1,"2061-2080"
"Lampronycteris.brachyotis","ssp126",1,1,1,"2081-2100"
"Lasiurus.blossevillii","ssp126",1,1,1,"1970-2000"
"Lasiurus.blossevillii","ssp126",1,1,1,"2021-2040"
"Lasiurus.blossevillii","ssp126",1,1,1,"2041-2060"
"Lasiurus.blossevillii","ssp126",1,1,1,"2061-2080"
"Lasiurus.blossevillii","ssp126",1,1,1,"2081-2100"
"Leontocebus.fuscus","ssp126",1,1,1,"1970-2000"
"Leontocebus.fuscus","ssp126",1,1,1,"2021-2040"
"Leontocebus.fuscus","ssp126",1,1,1,"2041-2060"
"Leontocebus.fuscus","ssp126",1,1,1,"2061-2080"
"Leontocebus.fuscus","ssp126",1,1,1,"2081-2100"
"Leontocebus.nigricollis","ssp126",1,1,1,"1970-2000"
"Leontocebus.nigricollis","ssp126",1,1,1,"2021-2040"
"Leontocebus.nigricollis","ssp126",1,1,1,"2041-2060"
"Leontocebus.nigricollis","ssp126",1,1,1,"2061-2080"
"Leontocebus.nigricollis","ssp126",1,1,1,"2081-2100"
"Leopardus.pardalis","ssp126",1,1,1,"1970-2000"
"Leopardus.pardalis","ssp126",1,1,1,"2021-2040"
"Leopardus.pardalis","ssp126",1,1,1,"2041-2060"
"Leopardus.pardalis","ssp126",1,1,1,"2061-2080"
"Leopardus.pardalis","ssp126",1,1,1,"2081-2100"
"Leopardus.tigrinus","ssp126",1,1,1,"1970-2000"
"Leopardus.tigrinus","ssp126",1,1,1,"2021-2040"
"Leopardus.tigrinus","ssp126",1,1,1,"2041-2060"
"Leopardus.tigrinus","ssp126",1,1,1,"2061-2080"
"Leopardus.tigrinus","ssp126",1,1,1,"2081-2100"
"Leopardus.wiedii","ssp126",1,1,1,"1970-2000"
"Leopardus.wiedii","ssp126",1,1,1,"2021-2040"
"Leopardus.wiedii","ssp126",1,1,1,"2041-2060"
"Leopardus.wiedii","ssp126",1,1,1,"2061-2080"
"Leopardus.wiedii","ssp126",1,1,1,"2081-2100"
"Leptonycteris.curasoae","ssp126",1,1,1,"1970-2000"
"Leptonycteris.curasoae","ssp126",1,1,1,"2021-2040"
"Leptonycteris.curasoae","ssp126",1,1,1,"2041-2060"
"Leptonycteris.curasoae","ssp126",1,1,1,"2061-2080"
"Leptonycteris.curasoae","ssp126",1,1,1,"2081-2100"
"Lionycteris.spurrelli","ssp126",1,1,1,"1970-2000"
"Lionycteris.spurrelli","ssp126",1,1,1,"2021-2040"
"Lionycteris.spurrelli","ssp126",1,1,1,"2041-2060"
"Lionycteris.spurrelli","ssp126",1,1,1,"2061-2080"
"Lionycteris.spurrelli","ssp126",1,1,1,"2081-2100"
"Lonchophylla.handleyi","ssp126",1,1,1,"1970-2000"
"Lonchophylla.handleyi","ssp126",1,1,1,"2021-2040"
"Lonchophylla.handleyi","ssp126",1,1,1,"2041-2060"
"Lonchophylla.handleyi","ssp126",1,1,1,"2061-2080"
"Lonchophylla.handleyi","ssp126",1,1,1,"2081-2100"
"Lonchophylla.robusta","ssp126",1,1,1,"1970-2000"
"Lonchophylla.robusta","ssp126",1,1,1,"2021-2040"
"Lonchophylla.robusta","ssp126",1,1,1,"2041-2060"
"Lonchophylla.robusta","ssp126",1,1,1,"2061-2080"
"Lonchophylla.robusta","ssp126",1,1,1,"2081-2100"
"Lonchorhina.orinocensis","ssp126",1,1,1,"1970-2000"
"Lonchorhina.orinocensis","ssp126",1,1,1,"2021-2040"
"Lonchorhina.orinocensis","ssp126",1,1,1,"2041-2060"
"Lonchorhina.orinocensis","ssp126",1,1,1,"2061-2080"
"Lonchorhina.orinocensis","ssp126",1,1,1,"2081-2100"
"Lontra.longicaudis","ssp126",1,1,1,"1970-2000"
"Lontra.longicaudis","ssp126",1,1,1,"2021-2040"
"Lontra.longicaudis","ssp126",1,1,1,"2041-2060"
"Lontra.longicaudis","ssp126",1,1,1,"2061-2080"
"Lontra.longicaudis","ssp126",1,1,1,"2081-2100"
"Lophostoma.brasiliense","ssp126",1,1,1,"1970-2000"
"Lophostoma.brasiliense","ssp126",1,1,1,"2021-2040"
"Lophostoma.brasiliense","ssp126",1,1,1,"2041-2060"
"Lophostoma.brasiliense","ssp126",1,1,1,"2061-2080"
"Lophostoma.brasiliense","ssp126",1,1,1,"2081-2100"
"Lycalopex.culpaeus","ssp126",1,1,1,"1970-2000"
"Lycalopex.culpaeus","ssp126",1,1,1,"2021-2040"
"Lycalopex.culpaeus","ssp126",1,1,1,"2041-2060"
"Lycalopex.culpaeus","ssp126",1,1,1,"2061-2080"
"Lycalopex.culpaeus","ssp126",1,1,1,"2081-2100"
"Macrophyllum.macrophyllum","ssp126",1,1,1,"1970-2000"
"Macrophyllum.macrophyllum","ssp126",1,1,1,"2021-2040"
"Macrophyllum.macrophyllum","ssp126",1,1,1,"2041-2060"
"Macrophyllum.macrophyllum","ssp126",1,1,1,"2061-2080"
"Macrophyllum.macrophyllum","ssp126",1,1,1,"2081-2100"
"Marmosa.isthmica","ssp126",1,1,1,"1970-2000"
"Marmosa.isthmica","ssp126",1,1,1,"2021-2040"
"Marmosa.isthmica","ssp126",1,1,1,"2041-2060"
"Marmosa.isthmica","ssp126",1,1,1,"2061-2080"
"Marmosa.isthmica","ssp126",1,1,1,"2081-2100"
"Marmosa.murina","ssp126",1,1,1,"1970-2000"
"Marmosa.murina","ssp126",1,1,1,"2021-2040"
"Marmosa.murina","ssp126",1,1,1,"2041-2060"
"Marmosa.murina","ssp126",1,1,1,"2061-2080"
"Marmosa.murina","ssp126",1,1,1,"2081-2100"
"Marmosa.phaea","ssp126",1,1,1,"1970-2000"
"Marmosa.phaea","ssp126",1,1,1,"2021-2040"
"Marmosa.phaea","ssp126",1,1,1,"2041-2060"
"Marmosa.phaea","ssp126",1,1,1,"2061-2080"
"Marmosa.phaea","ssp126",1,1,1,"2081-2100"
"Marmosa.robinsoni","ssp126",1,1,1,"1970-2000"
"Marmosa.robinsoni","ssp126",1,1,1,"2021-2040"
"Marmosa.robinsoni","ssp126",1,1,1,"2041-2060"
"Marmosa.robinsoni","ssp126",1,1,1,"2061-2080"
"Marmosa.robinsoni","ssp126",1,1,1,"2081-2100"
"Marmosops.caucae","ssp126",1,1,1,"1970-2000"
"Marmosops.caucae","ssp126",1,1,1,"2021-2040"
"Marmosops.caucae","ssp126",1,1,1,"2041-2060"
"Marmosops.caucae","ssp126",1,1,1,"2061-2080"
"Marmosops.caucae","ssp126",1,1,1,"2081-2100"
"Marmosops.chucha","ssp126",1,1,1,"1970-2000"
"Marmosops.chucha","ssp126",1,1,1,"2021-2040"
"Marmosops.chucha","ssp126",1,1,1,"2041-2060"
"Marmosops.chucha","ssp126",1,1,1,"2061-2080"
"Marmosops.chucha","ssp126",1,1,1,"2081-2100"
"Marmosops.noctivagus","ssp126",1,1,1,"1970-2000"
"Marmosops.noctivagus","ssp126",1,1,1,"2021-2040"
"Marmosops.noctivagus","ssp126",1,1,1,"2041-2060"
"Marmosops.noctivagus","ssp126",1,1,1,"2061-2080"
"Marmosops.noctivagus","ssp126",1,1,1,"2081-2100"
"Mazama.americana","ssp126",1,1,1,"1970-2000"
"Mazama.americana","ssp126",1,1,1,"2021-2040"
"Mazama.americana","ssp126",1,1,1,"2041-2060"
"Mazama.americana","ssp126",1,1,1,"2061-2080"
"Mazama.americana","ssp126",1,1,1,"2081-2100"
"Mazama.gouazoubira","ssp126",1,1,1,"1970-2000"
"Mazama.gouazoubira","ssp126",1,1,1,"2021-2040"
"Mazama.gouazoubira","ssp126",1,1,1,"2041-2060"
"Mazama.gouazoubira","ssp126",1,1,1,"2061-2080"
"Mazama.gouazoubira","ssp126",1,1,1,"2081-2100"
"Mazama.rufina","ssp126",1,1,1,"1970-2000"
"Mazama.rufina","ssp126",1,1,1,"2021-2040"
"Mazama.rufina","ssp126",1,1,1,"2041-2060"
"Mazama.rufina","ssp126",1,1,1,"2061-2080"
"Mazama.rufina","ssp126",1,1,1,"2081-2100"
"Mazama.sanctaemartae","ssp126",1,1,1,"1970-2000"
"Mazama.sanctaemartae","ssp126",1,1,1,"2021-2040"
"Mazama.sanctaemartae","ssp126",1,1,1,"2041-2060"
"Mazama.sanctaemartae","ssp126",1,1,1,"2061-2080"
"Mazama.sanctaemartae","ssp126",1,1,1,"2081-2100"
"Mazama.temama","ssp126",1,1,1,"1970-2000"
"Mazama.temama","ssp126",1,1,1,"2021-2040"
"Mazama.temama","ssp126",1,1,1,"2041-2060"
"Mazama.temama","ssp126",1,1,1,"2061-2080"
"Mazama.temama","ssp126",1,1,1,"2081-2100"
"Mazama.zetta","ssp126",1,1,1,"1970-2000"
"Mazama.zetta","ssp126",1,1,1,"2021-2040"
"Mazama.zetta","ssp126",1,1,1,"2041-2060"
"Mazama.zetta","ssp126",1,1,1,"2061-2080"
"Mazama.zetta","ssp126",1,1,1,"2081-2100"
"Melanomys.caliginosus","ssp126",1,1,1,"1970-2000"
"Melanomys.caliginosus","ssp126",1,1,1,"2021-2040"
"Melanomys.caliginosus","ssp126",1,1,1,"2041-2060"
"Melanomys.caliginosus","ssp126",1,1,1,"2061-2080"
"Melanomys.caliginosus","ssp126",1,1,1,"2081-2100"
"Mesomys.hispidus","ssp126",1,1,1,"1970-2000"
"Mesomys.hispidus","ssp126",1,1,1,"2021-2040"
"Mesomys.hispidus","ssp126",1,1,1,"2041-2060"
"Mesomys.hispidus","ssp126",1,1,1,"2061-2080"
"Mesomys.hispidus","ssp126",1,1,1,"2081-2100"
"Mesophylla.macconnelli","ssp126",1,1,1,"1970-2000"
"Mesophylla.macconnelli","ssp126",1,1,1,"2021-2040"
"Mesophylla.macconnelli","ssp126",1,1,1,"2041-2060"
"Mesophylla.macconnelli","ssp126",1,1,1,"2061-2080"
"Mesophylla.macconnelli","ssp126",1,1,1,"2081-2100"
"Metachirus.myosuros","ssp126",1,1,1,"1970-2000"
"Metachirus.myosuros","ssp126",1,1,1,"2021-2040"
"Metachirus.myosuros","ssp126",1,1,1,"2041-2060"
"Metachirus.myosuros","ssp126",1,1,1,"2061-2080"
"Metachirus.myosuros","ssp126",1,1,1,"2081-2100"
"Metachirus.nudicaudatus","ssp126",1,1,1,"1970-2000"
"Metachirus.nudicaudatus","ssp126",1,1,1,"2021-2040"
"Metachirus.nudicaudatus","ssp126",1,1,1,"2041-2060"
"Metachirus.nudicaudatus","ssp126",1,1,1,"2061-2080"
"Metachirus.nudicaudatus","ssp126",1,1,1,"2081-2100"
"Micronycteris.hirsuta","ssp126",1,1,1,"1970-2000"
"Micronycteris.hirsuta","ssp126",1,1,1,"2021-2040"
"Micronycteris.hirsuta","ssp126",1,1,1,"2041-2060"
"Micronycteris.hirsuta","ssp126",1,1,1,"2061-2080"
"Micronycteris.hirsuta","ssp126",1,1,1,"2081-2100"
"Micronycteris.megalotis","ssp126",1,1,1,"1970-2000"
"Micronycteris.megalotis","ssp126",1,1,1,"2021-2040"
"Micronycteris.megalotis","ssp126",1,1,1,"2041-2060"
"Micronycteris.megalotis","ssp126",1,1,1,"2061-2080"
"Micronycteris.megalotis","ssp126",1,1,1,"2081-2100"
"Micronycteris.microtis","ssp126",1,1,1,"1970-2000"
"Micronycteris.microtis","ssp126",1,1,1,"2021-2040"
"Micronycteris.microtis","ssp126",1,1,1,"2041-2060"
"Micronycteris.microtis","ssp126",1,1,1,"2061-2080"
"Micronycteris.microtis","ssp126",1,1,1,"2081-2100"
"Micronycteris.minuta","ssp126",1,1,1,"1970-2000"
"Micronycteris.minuta","ssp126",1,1,1,"2021-2040"
"Micronycteris.minuta","ssp126",1,1,1,"2041-2060"
"Micronycteris.minuta","ssp126",1,1,1,"2061-2080"
"Micronycteris.minuta","ssp126",1,1,1,"2081-2100"
"Microryzomys.minutus","ssp126",1,1,1,"1970-2000"
"Microryzomys.minutus","ssp126",1,1,1,"2021-2040"
"Microryzomys.minutus","ssp126",1,1,1,"2041-2060"
"Microryzomys.minutus","ssp126",1,1,1,"2061-2080"
"Microryzomys.minutus","ssp126",1,1,1,"2081-2100"
"Microsciurus.flaviventer","ssp126",1,1,1,"1970-2000"
"Microsciurus.flaviventer","ssp126",1,1,1,"2021-2040"
"Microsciurus.flaviventer","ssp126",1,1,1,"2041-2060"
"Microsciurus.flaviventer","ssp126",1,1,1,"2061-2080"
"Microsciurus.flaviventer","ssp126",1,1,1,"2081-2100"
"Microsciurus.santanderensis","ssp126",1,1,1,"1970-2000"
"Microsciurus.santanderensis","ssp126",1,1,1,"2021-2040"
"Microsciurus.santanderensis","ssp126",1,1,1,"2041-2060"
"Microsciurus.santanderensis","ssp126",1,1,1,"2061-2080"
"Microsciurus.santanderensis","ssp126",1,1,1,"2081-2100"
"Molossops.temminckii","ssp126",1,1,1,"1970-2000"
"Molossops.temminckii","ssp126",1,1,1,"2021-2040"
"Molossops.temminckii","ssp126",1,1,1,"2041-2060"
"Molossops.temminckii","ssp126",1,1,1,"2061-2080"
"Molossops.temminckii","ssp126",1,1,1,"2081-2100"
"Molossus.bondae","ssp126",1,1,1,"1970-2000"
"Molossus.bondae","ssp126",1,1,1,"2021-2040"
"Molossus.coibensis","ssp126",1,1,1,"1970-2000"
"Molossus.coibensis","ssp126",1,1,1,"2021-2040"
"Molossus.coibensis","ssp126",1,1,1,"2041-2060"
"Molossus.coibensis","ssp126",1,1,1,"2061-2080"
"Molossus.coibensis","ssp126",1,1,1,"2081-2100"
"Molossus.molossus","ssp126",1,1,1,"1970-2000"
"Molossus.molossus","ssp126",1,1,1,"2021-2040"
"Molossus.molossus","ssp126",1,1,1,"2041-2060"
"Molossus.molossus","ssp126",1,1,1,"2061-2080"
"Molossus.molossus","ssp126",1,1,1,"2081-2100"
"Molossus.rufus","ssp126",1,1,1,"1970-2000"
"Molossus.rufus","ssp126",1,1,1,"2021-2040"
"Molossus.rufus","ssp126",1,1,1,"2041-2060"
"Molossus.rufus","ssp126",1,1,1,"2061-2080"
"Molossus.rufus","ssp126",1,1,1,"2081-2100"
"Mormoops.megalophylla","ssp126",1,1,1,"1970-2000"
"Mormoops.megalophylla","ssp126",1,1,1,"2021-2040"
"Mormoops.megalophylla","ssp126",1,1,1,"2041-2060"
"Mormoops.megalophylla","ssp126",1,1,1,"2061-2080"
"Mormoops.megalophylla","ssp126",1,1,1,"2081-2100"
"Mus.musculus","ssp126",1,1,1,"1970-2000"
"Mus.musculus","ssp126",1,1,1,"2021-2040"
"Mus.musculus","ssp126",1,1,1,"2041-2060"
"Mus.musculus","ssp126",1,1,1,"2061-2080"
"Mus.musculus","ssp126",1,1,1,"2081-2100"
"Mustela.felipei","ssp126",1,1,1,"1970-2000"
"Mustela.felipei","ssp126",1,1,1,"2021-2040"
"Mustela.felipei","ssp126",1,1,1,"2041-2060"
"Mustela.felipei","ssp126",1,1,1,"2061-2080"
"Mustela.felipei","ssp126",1,1,1,"2081-2100"
"Mustela.frenata","ssp126",1,1,1,"1970-2000"
"Mustela.frenata","ssp126",1,1,1,"2021-2040"
"Mustela.frenata","ssp126",1,1,1,"2041-2060"
"Mustela.frenata","ssp126",1,1,1,"2061-2080"
"Mustela.frenata","ssp126",1,1,1,"2081-2100"
"Myoprocta.acouchi","ssp126",1,1,1,"1970-2000"
"Myoprocta.acouchi","ssp126",1,1,1,"2021-2040"
"Myoprocta.acouchi","ssp126",1,1,1,"2041-2060"
"Myoprocta.acouchi","ssp126",1,1,1,"2061-2080"
"Myoprocta.acouchi","ssp126",1,1,1,"2081-2100"
"Myoprocta.pratti","ssp126",1,1,1,"1970-2000"
"Myoprocta.pratti","ssp126",1,1,1,"2021-2040"
"Myoprocta.pratti","ssp126",1,1,1,"2041-2060"
"Myoprocta.pratti","ssp126",1,1,1,"2061-2080"
"Myoprocta.pratti","ssp126",1,1,1,"2081-2100"
"Myotis.albescens","ssp126",1,1,1,"1970-2000"
"Myotis.albescens","ssp126",1,1,1,"2021-2040"
"Myotis.albescens","ssp126",1,1,1,"2041-2060"
"Myotis.albescens","ssp126",1,1,1,"2061-2080"
"Myotis.albescens","ssp126",1,1,1,"2081-2100"
"Myotis.keaysi","ssp126",1,1,1,"1970-2000"
"Myotis.keaysi","ssp126",1,1,1,"2021-2040"
"Myotis.keaysi","ssp126",1,1,1,"2041-2060"
"Myotis.keaysi","ssp126",1,1,1,"2061-2080"
"Myotis.keaysi","ssp126",1,1,1,"2081-2100"
"Myotis.nigricans","ssp126",1,1,1,"1970-2000"
"Myotis.nigricans","ssp126",1,1,1,"2021-2040"
"Myotis.nigricans","ssp126",1,1,1,"2041-2060"
"Myotis.nigricans","ssp126",1,1,1,"2061-2080"
"Myotis.nigricans","ssp126",1,1,1,"2081-2100"
"Myotis.oxyotus","ssp126",1,1,1,"1970-2000"
"Myotis.oxyotus","ssp126",1,1,1,"2021-2040"
"Myotis.oxyotus","ssp126",1,1,1,"2041-2060"
"Myotis.oxyotus","ssp126",1,1,1,"2061-2080"
"Myotis.oxyotus","ssp126",1,1,1,"2081-2100"
"Myotis.riparius","ssp126",1,1,1,"1970-2000"
"Myotis.riparius","ssp126",1,1,1,"2021-2040"
"Myotis.riparius","ssp126",1,1,1,"2041-2060"
"Myotis.riparius","ssp126",1,1,1,"2061-2080"
"Myotis.riparius","ssp126",1,1,1,"2081-2100"
"Myrmecophaga.tridactyla","ssp126",1,1,1,"1970-2000"
"Myrmecophaga.tridactyla","ssp126",1,1,1,"2021-2040"
"Myrmecophaga.tridactyla","ssp126",1,1,1,"2041-2060"
"Myrmecophaga.tridactyla","ssp126",1,1,1,"2061-2080"
"Myrmecophaga.tridactyla","ssp126",1,1,1,"2081-2100"
"Nasua.narica","ssp126",1,1,1,"1970-2000"
"Nasua.narica","ssp126",1,1,1,"2021-2040"
"Nasua.narica","ssp126",1,1,1,"2041-2060"
"Nasua.narica","ssp126",1,1,1,"2061-2080"
"Nasua.narica","ssp126",1,1,1,"2081-2100"
"Nasua.nasua","ssp126",1,1,1,"1970-2000"
"Nasua.nasua","ssp126",1,1,1,"2021-2040"
"Nasua.nasua","ssp126",1,1,1,"2041-2060"
"Nasua.nasua","ssp126",1,1,1,"2061-2080"
"Nasua.nasua","ssp126",1,1,1,"2081-2100"
"Nasuella.olivacea","ssp126",1,1,1,"1970-2000"
"Nasuella.olivacea","ssp126",1,1,1,"2021-2040"
"Nasuella.olivacea","ssp126",1,1,1,"2041-2060"
"Nasuella.olivacea","ssp126",1,1,1,"2061-2080"
"Nasuella.olivacea","ssp126",1,1,1,"2081-2100"
"Natalus.tumidirostris","ssp126",0,0,0,NA
"Neacomys.spinosus","ssp126",1,1,1,"1970-2000"
"Neacomys.spinosus","ssp126",1,1,1,"2021-2040"
"Neacomys.spinosus","ssp126",1,1,1,"2041-2060"
"Neacomys.spinosus","ssp126",1,1,1,"2061-2080"
"Neacomys.spinosus","ssp126",1,1,1,"2081-2100"
"Neogale.felipei","ssp126",1,1,1,"1970-2000"
"Neogale.felipei","ssp126",1,1,1,"2021-2040"
"Neogale.felipei","ssp126",1,1,1,"2041-2060"
"Neogale.felipei","ssp126",1,1,1,"2061-2080"
"Neogale.felipei","ssp126",1,1,1,"2081-2100"
"Neogale.frenata","ssp126",1,1,1,"1970-2000"
"Neogale.frenata","ssp126",1,1,1,"2021-2040"
"Neogale.frenata","ssp126",1,1,1,"2041-2060"
"Neogale.frenata","ssp126",1,1,1,"2061-2080"
"Neogale.frenata","ssp126",1,1,1,"2081-2100"
"Nephelomys.childi","ssp126",1,1,1,"1970-2000"
"Nephelomys.childi","ssp126",1,1,1,"2021-2040"
"Nephelomys.childi","ssp126",1,1,1,"2041-2060"
"Nephelomys.childi","ssp126",1,1,1,"2061-2080"
"Nephelomys.childi","ssp126",1,1,1,"2081-2100"
"Noctilio.albiventris","ssp126",1,1,1,"1970-2000"
"Noctilio.albiventris","ssp126",1,1,1,"2021-2040"
"Noctilio.albiventris","ssp126",1,1,1,"2041-2060"
"Noctilio.albiventris","ssp126",1,1,1,"2061-2080"
"Noctilio.albiventris","ssp126",1,1,1,"2081-2100"
"Noctilio.leporinus","ssp126",1,1,1,"1970-2000"
"Noctilio.leporinus","ssp126",1,1,1,"2021-2040"
"Noctilio.leporinus","ssp126",1,1,1,"2041-2060"
"Noctilio.leporinus","ssp126",1,1,1,"2061-2080"
"Noctilio.leporinus","ssp126",1,1,1,"2081-2100"
"Odocoileus.cariacou","ssp126",1,1,1,"1970-2000"
"Odocoileus.cariacou","ssp126",1,1,1,"2021-2040"
"Odocoileus.cariacou","ssp126",1,1,1,"2041-2060"
"Odocoileus.cariacou","ssp126",1,1,1,"2061-2080"
"Odocoileus.cariacou","ssp126",1,1,1,"2081-2100"
"Odocoileus.goudotii","ssp126",1,1,1,"1970-2000"
"Odocoileus.goudotii","ssp126",1,1,1,"2021-2040"
"Odocoileus.goudotii","ssp126",1,1,1,"2041-2060"
"Odocoileus.goudotii","ssp126",1,1,1,"2061-2080"
